matrix_index,biokorf_side_id,side_effect_name,kg_available,embedding_row
508,BIOKORF_SIDE_508,international normalised ratio increased,False,508
509,BIOKORF_SIDE_509,interstitial lung disease,True,509
510,BIOKORF_SIDE_510,intestinal obstruction,False,510
511,BIOKORF_SIDE_511,intestinal perforation,False,511
512,BIOKORF_SIDE_512,intracranial pressure increased,True,512
513,BIOKORF_SIDE_513,intraocular pressure increased,False,513
514,BIOKORF_SIDE_514,iris inflammation,False,514
515,BIOKORF_SIDE_515,iron deficiency anaemia,True,515
516,BIOKORF_SIDE_516,irritability,True,516
517,BIOKORF_SIDE_517,irritable bowel syndrome,False,517
518,BIOKORF_SIDE_518,ischaemia,False,518
519,BIOKORF_SIDE_519,jaundice,True,519
520,BIOKORF_SIDE_520,obstructive jaundice,False,520
521,BIOKORF_SIDE_521,joint stiffness,True,521
522,BIOKORF_SIDE_522,joint swelling,True,522
523,BIOKORF_SIDE_523,keratitis,True,523
524,BIOKORF_SIDE_524,ketosis,False,524
525,BIOKORF_SIDE_525,laboratory test abnormal,False,525
526,BIOKORF_SIDE_526,inner ear infection,False,526
527,BIOKORF_SIDE_527,laceration,False,527
528,BIOKORF_SIDE_528,lacrimal disorder,False,528
529,BIOKORF_SIDE_529,lacrimal structural disorder,False,529
530,BIOKORF_SIDE_530,lacrimation increased,True,530
531,BIOKORF_SIDE_531,lactic acidosis,True,531
532,BIOKORF_SIDE_532,laryngeal oedema,False,532
533,BIOKORF_SIDE_533,laryngeal pain,False,533
534,BIOKORF_SIDE_534,laryngitis,False,534
535,BIOKORF_SIDE_535,laryngeal spasm,False,535
536,BIOKORF_SIDE_536,lethargy,True,536
537,BIOKORF_SIDE_537,leukocytosis,True,537
538,BIOKORF_SIDE_538,vitiligo,False,538
539,BIOKORF_SIDE_539,leukopenia,True,539
540,BIOKORF_SIDE_540,libido decreased,False,540
541,BIOKORF_SIDE_541,libido disorder,False,541
542,BIOKORF_SIDE_542,libido increased,False,542
543,BIOKORF_SIDE_543,mossy keratosis,False,543
544,BIOKORF_SIDE_544,ligament sprain,False,544
545,BIOKORF_SIDE_545,lipase increased,False,545
546,BIOKORF_SIDE_546,lipodystrophy acquired,False,546
547,BIOKORF_SIDE_547,liver disorder,True,547
548,BIOKORF_SIDE_548,liver function test abnormal,True,548
549,BIOKORF_SIDE_549,liver injury,False,549
550,BIOKORF_SIDE_550,local swelling,False,550
551,BIOKORF_SIDE_551,loss of consciousness,True,551
552,BIOKORF_SIDE_552,loss of libido,False,552
553,BIOKORF_SIDE_553,lower respiratory tract infection,True,553
554,BIOKORF_SIDE_554,lung disorder,True,554
555,BIOKORF_SIDE_555,lung infection,False,555
556,BIOKORF_SIDE_556,lung infiltration,False,556
557,BIOKORF_SIDE_557,lymphadenopathy,True,557
558,BIOKORF_SIDE_558,lymphocyte count decreased,False,558
559,BIOKORF_SIDE_559,lymphocyte excess,False,559
560,BIOKORF_SIDE_560,lymph edema,False,560
561,BIOKORF_SIDE_561,lymph tumor,False,561
562,BIOKORF_SIDE_562,lymph cell cut back,False,562
563,BIOKORF_SIDE_563,major depression,False,563
564,BIOKORF_SIDE_564,malaise,True,564
565,BIOKORF_SIDE_565,malignant melanoma,False,565
566,BIOKORF_SIDE_566,malnutrition,False,566
567,BIOKORF_SIDE_567,mania,True,567
568,BIOKORF_SIDE_568,mastitis,False,568
569,BIOKORF_SIDE_569,mediastinal disorder,False,569
570,BIOKORF_SIDE_570,blood clot excretion,False,570
571,BIOKORF_SIDE_571,melanosis,False,571
572,BIOKORF_SIDE_572,memory impairment,False,572
573,BIOKORF_SIDE_573,meningitis,True,573
574,BIOKORF_SIDE_574,menopausal symptoms,False,574
575,BIOKORF_SIDE_575,menopause,False,575
576,BIOKORF_SIDE_576,menorrhagia,True,576
577,BIOKORF_SIDE_577,menstrual disorder,False,577
578,BIOKORF_SIDE_578,menstruation irregular,False,578
579,BIOKORF_SIDE_579,mental disability,False,579
580,BIOKORF_SIDE_580,mental disorder,False,580
581,BIOKORF_SIDE_581,metabolic acidosis,True,581
582,BIOKORF_SIDE_582,break through bleeding,False,582
583,BIOKORF_SIDE_583,urination disorder,False,583
584,BIOKORF_SIDE_584,urination urgency,False,584
585,BIOKORF_SIDE_585,migraine,False,585
586,BIOKORF_SIDE_586,miosis,True,586
587,BIOKORF_SIDE_587,single core cell increase,False,587
588,BIOKORF_SIDE_588,mood swings,True,588
589,BIOKORF_SIDE_589,motion sickness,False,589
590,BIOKORF_SIDE_590,mouth ulceration,True,590
591,BIOKORF_SIDE_591,movement disorder,True,591
592,BIOKORF_SIDE_592,mucosal inflammation,False,592
593,BIOKORF_SIDE_593,mucous membrane disorder,False,593
594,BIOKORF_SIDE_594,multiple fractures,True,594
595,BIOKORF_SIDE_595,muscle atrophy,False,595
596,BIOKORF_SIDE_596,muscle contractions involuntary,False,596
597,BIOKORF_SIDE_597,muscle relaxant therapy,False,597
598,BIOKORF_SIDE_598,muscle rigidity,True,598
599,BIOKORF_SIDE_599,muscle spasms,True,599
600,BIOKORF_SIDE_600,muscle tightness,False,600
601,BIOKORF_SIDE_601,muscle twitching,False,601
602,BIOKORF_SIDE_602,muscular weakness,True,602
603,BIOKORF_SIDE_603,musculoskeletal chest pain,False,603
604,BIOKORF_SIDE_604,musculoskeletal discomfort,False,604
605,BIOKORF_SIDE_605,musculoskeletal pain,True,605
606,BIOKORF_SIDE_606,musculoskeletal stiffness,False,606
607,BIOKORF_SIDE_607,myalgia,True,607
608,BIOKORF_SIDE_608,mydriasis,True,608
609,BIOKORF_SIDE_609,myelitis,False,609
610,BIOKORF_SIDE_610,myocardial infarction,True,610
611,BIOKORF_SIDE_611,myocardial ischaemia,False,611
612,BIOKORF_SIDE_612,myocarditis,False,612
613,BIOKORF_SIDE_613,myoclonus,True,613
614,BIOKORF_SIDE_614,myopathy,True,614
615,BIOKORF_SIDE_615,myositis,False,615
616,BIOKORF_SIDE_616,nail disorder,True,616
617,BIOKORF_SIDE_617,nasal congestion,True,617
618,BIOKORF_SIDE_618,nasal discomfort,False,618
619,BIOKORF_SIDE_619,nasal dryness,False,619
620,BIOKORF_SIDE_620,nose pharynx inflammation,False,620
621,BIOKORF_SIDE_621,nausea,True,621
622,BIOKORF_SIDE_622,neck pain,True,622
623,BIOKORF_SIDE_623,neoplasm,False,623
624,BIOKORF_SIDE_624,neoplasm malignant,False,624
625,BIOKORF_SIDE_625,nephritis,False,625
626,BIOKORF_SIDE_626,calculus kidney,False,626
627,BIOKORF_SIDE_627,nephropathy,True,627
628,BIOKORF_SIDE_628,nephropathy toxic,False,628
629,BIOKORF_SIDE_629,nephrotic syndrome,False,629
630,BIOKORF_SIDE_630,nervous system disorder,True,630
631,BIOKORF_SIDE_631,nervousness,False,631
632,BIOKORF_SIDE_632,neuralgia,True,632
633,BIOKORF_SIDE_633,neuritis,False,633
634,BIOKORF_SIDE_634,neuroleptic malignant syndrome,False,634
635,BIOKORF_SIDE_635,neuropathy peripheral,True,635
636,BIOKORF_SIDE_636,neurosis,False,636
637,BIOKORF_SIDE_637,neurotoxicity,False,637
638,BIOKORF_SIDE_638,neutropenia,True,638
639,BIOKORF_SIDE_639,neutrophil deficiency,False,639
640,BIOKORF_SIDE_640,neutrophil count decreased,False,640
641,BIOKORF_SIDE_641,night blindness,False,641
642,BIOKORF_SIDE_642,night sweats,False,642
643,BIOKORF_SIDE_643,nightmare,False,643
644,BIOKORF_SIDE_644,nocturnal enuresis,False,644
645,BIOKORF_SIDE_645,nodal arrhythmia,False,645
646,BIOKORF_SIDE_646,nodule,False,646
647,BIOKORF_SIDE_647,non cardiac chest pain,False,647
648,BIOKORF_SIDE_648,non hodgkin lymphoma,False,648
649,BIOKORF_SIDE_649,nuchal rigidity,True,649
650,BIOKORF_SIDE_650,nystagmus,True,650
651,BIOKORF_SIDE_651,ocular discomfort,False,651
652,BIOKORF_SIDE_652,ocular venous congestion,False,652
653,BIOKORF_SIDE_653,oculomotor spasm,False,653
654,BIOKORF_SIDE_654,swallowing painful,False,654
655,BIOKORF_SIDE_655,oedema,True,655
656,BIOKORF_SIDE_656,oedema peripheral,False,656
657,BIOKORF_SIDE_657,oesophageal spasm,False,657
658,BIOKORF_SIDE_658,oesophageal stenosis,True,658
659,BIOKORF_SIDE_659,oesophageal ulcer,False,659
660,BIOKORF_SIDE_660,esophagus inflammation,False,660
661,BIOKORF_SIDE_661,urine less,False,661
662,BIOKORF_SIDE_662,onychomycosis,False,662
663,BIOKORF_SIDE_663,opportunistic infection,False,663
664,BIOKORF_SIDE_664,optic atrophy,True,664
665,BIOKORF_SIDE_665,optic neuritis,False,665
666,BIOKORF_SIDE_666,oral candidiasis,False,666
667,BIOKORF_SIDE_667,oral herpes,False,667
668,BIOKORF_SIDE_668,oral pain,False,668
669,BIOKORF_SIDE_669,testis inflammation non infective,False,669
670,BIOKORF_SIDE_670,orgasm abnormal,False,670
671,BIOKORF_SIDE_671,oropharyngeal discomfort,False,671
672,BIOKORF_SIDE_672,oropharyngeal pain,True,672
673,BIOKORF_SIDE_673,orthostatic hypotension,True,673
674,BIOKORF_SIDE_674,osteoarthritis,False,674
675,BIOKORF_SIDE_675,osteomyelitis,False,675
676,BIOKORF_SIDE_676,osteonecrosis,True,676
677,BIOKORF_SIDE_677,osteoporosis,True,677
678,BIOKORF_SIDE_678,otitis externa,False,678
679,BIOKORF_SIDE_679,otitis media,False,679
680,BIOKORF_SIDE_680,ear toxicity,False,680
681,BIOKORF_SIDE_681,ovarian cyst,True,681
682,BIOKORF_SIDE_682,ovarian disorder,False,682
683,BIOKORF_SIDE_683,pain,True,683
684,BIOKORF_SIDE_684,pain in extremity,True,684
685,BIOKORF_SIDE_685,pain in jaw,False,685
686,BIOKORF_SIDE_686,pain of skin,False,686
687,BIOKORF_SIDE_687,pallor,True,687
688,BIOKORF_SIDE_688,palpitations,True,688
689,BIOKORF_SIDE_689,pancreatitis,True,689
690,BIOKORF_SIDE_690,pancreatitis acute,True,690
691,BIOKORF_SIDE_691,pancytopenia,True,691
692,BIOKORF_SIDE_692,panic attack,False,692
693,BIOKORF_SIDE_693,panic reaction,False,693
694,BIOKORF_SIDE_694,eyelid inflammation,False,694
695,BIOKORF_SIDE_695,nipple edema,False,695
696,BIOKORF_SIDE_696,feeling abnormal,False,696
697,BIOKORF_SIDE_697,feeling abnormal oral,False,697
698,BIOKORF_SIDE_698,paralysis,True,698
699,BIOKORF_SIDE_699,paranoia,True,699
700,BIOKORF_SIDE_700,paresis,False,700
701,BIOKORF_SIDE_701,parkinsonism,True,701
702,BIOKORF_SIDE_702,disturbances of sensation of smell and taste,False,702
703,BIOKORF_SIDE_703,pelvic pain,False,703
704,BIOKORF_SIDE_704,penis disorder,False,704
705,BIOKORF_SIDE_705,peptic ulcer,True,705
706,BIOKORF_SIDE_706,pericardial effusion,True,706
707,BIOKORF_SIDE_707,pericarditis,False,707
708,BIOKORF_SIDE_708,perineal pain,False,708
709,BIOKORF_SIDE_709,periodontitis,False,709
710,BIOKORF_SIDE_710,periorbital oedema,False,710
711,BIOKORF_SIDE_711,peripheral coldness,False,711
712,BIOKORF_SIDE_712,peripheral ischaemia,False,712
713,BIOKORF_SIDE_713,peripheral motor neuropathy,False,713
714,BIOKORF_SIDE_714,peripheral sensory neuropathy,True,714
715,BIOKORF_SIDE_715,peripheral vascular disorder,False,715
716,BIOKORF_SIDE_716,peritonitis,False,716
717,BIOKORF_SIDE_717,personality disorder,True,717
718,BIOKORF_SIDE_718,petechiae,False,718
719,BIOKORF_SIDE_719,pharyngeal oedema,False,719
720,BIOKORF_SIDE_720,pharyngitis,False,720
721,BIOKORF_SIDE_721,pharyngitis streptococcal,False,721
722,BIOKORF_SIDE_722,phlebitis,False,722
723,BIOKORF_SIDE_723,photophobia,True,723
724,BIOKORF_SIDE_724,flash vision,False,724
725,BIOKORF_SIDE_725,photosensitivity reaction,False,725
726,BIOKORF_SIDE_726,pigmentation disorder,False,726
727,BIOKORF_SIDE_727,plasma cell myeloma,False,727
728,BIOKORF_SIDE_728,tumor plasma cell,False,728
729,BIOKORF_SIDE_729,platelet count decreased,True,729
730,BIOKORF_SIDE_730,pleural effusion,True,730
731,BIOKORF_SIDE_731,pleurisy,True,731
732,BIOKORF_SIDE_732,pleural pain,False,732
733,BIOKORF_SIDE_733,pneumonia,True,733
734,BIOKORF_SIDE_734,pneumonia aspiration,False,734
735,BIOKORF_SIDE_735,pneumothorax,True,735
736,BIOKORF_SIDE_736,urinary frequency increased,False,736
737,BIOKORF_SIDE_737,increase in the total amount of red blood cells in the blood,False,737
738,BIOKORF_SIDE_738,polydipsia,True,738
739,BIOKORF_SIDE_739,polyneuropathy,False,739
740,BIOKORF_SIDE_740,polyuria,True,740
741,BIOKORF_SIDE_741,post procedural haemorrhage,False,741
742,BIOKORF_SIDE_742,premenstrual syndrome,False,742
743,BIOKORF_SIDE_743,syncope vertigo,False,743
744,BIOKORF_SIDE_744,priapism,True,744
745,BIOKORF_SIDE_745,procedural pain,False,745
746,BIOKORF_SIDE_746,anal pain,True,746
747,BIOKORF_SIDE_747,rectum inflammation,False,747
748,BIOKORF_SIDE_748,productive cough,False,748
749,BIOKORF_SIDE_749,prostate cancer,False,749
750,BIOKORF_SIDE_750,prostatic disorder,False,750
751,BIOKORF_SIDE_751,prostatitis,False,751
752,BIOKORF_SIDE_752,protein total decreased,False,752
753,BIOKORF_SIDE_753,protein urine present,False,753
754,BIOKORF_SIDE_754,proteinuria,True,754
755,BIOKORF_SIDE_755,prothrombin level decreased,False,755
756,BIOKORF_SIDE_756,prothrombin level increased,False,756
757,BIOKORF_SIDE_757,itch rash,False,757
758,BIOKORF_SIDE_758,pruritus,True,758
759,BIOKORF_SIDE_759,pruritus generalised,False,759
760,BIOKORF_SIDE_760,pruritus genital,False,760
761,BIOKORF_SIDE_761,falsehood lymph tumor,False,761
762,BIOKORF_SIDE_762,pseudomembranous colitis,False,762
763,BIOKORF_SIDE_763,psoriasis,False,763
764,BIOKORF_SIDE_764,psychomotor retardation,False,764
765,BIOKORF_SIDE_765,psychotic disorder,False,765
766,BIOKORF_SIDE_766,pulmonary congestion,False,766
767,BIOKORF_SIDE_767,pulmonary embolism,True,767
768,BIOKORF_SIDE_768,pulmonary fibrosis,True,768
769,BIOKORF_SIDE_769,pulmonary function test decreased,False,769
770,BIOKORF_SIDE_770,pulmonary hypertension,False,770
771,BIOKORF_SIDE_771,pulmonary oedema,False,771
772,BIOKORF_SIDE_772,punctate keratitis,False,772
773,BIOKORF_SIDE_773,pupils unequal,False,773
774,BIOKORF_SIDE_774,purpura,True,774
775,BIOKORF_SIDE_775,pyelonephritis,False,775
776,BIOKORF_SIDE_776,urine purulent,False,776
777,BIOKORF_SIDE_777,rales,False,777
778,BIOKORF_SIDE_778,rash,True,778
779,BIOKORF_SIDE_779,rash erythematous,False,779
780,BIOKORF_SIDE_780,rash generalised,False,780
781,BIOKORF_SIDE_781,rash macular,False,781
782,BIOKORF_SIDE_782,macula papules rash,False,782
783,BIOKORF_SIDE_783,rash papular,False,783
784,BIOKORF_SIDE_784,rash pustular,False,784
785,BIOKORF_SIDE_785,rectal haemorrhage,False,785
786,BIOKORF_SIDE_786,defecation urge painful,False,786
787,BIOKORF_SIDE_787,regurgitation,False,787
788,BIOKORF_SIDE_788,renal failure,True,788
789,BIOKORF_SIDE_789,renal impairment,True,789
790,BIOKORF_SIDE_790,renal pain,False,790
791,BIOKORF_SIDE_791,renal tubular necrosis,False,791
792,BIOKORF_SIDE_792,respiration abnormal,True,792
793,BIOKORF_SIDE_793,respiratory depression,True,793
794,BIOKORF_SIDE_794,respiratory disorder,False,794
795,BIOKORF_SIDE_795,respiratory distress,True,795
796,BIOKORF_SIDE_796,respiratory failure,False,796
797,BIOKORF_SIDE_797,respiratory tract congestion,False,797
798,BIOKORF_SIDE_798,respiratory tract infection,False,798
799,BIOKORF_SIDE_799,restless legs syndrome,False,799
800,BIOKORF_SIDE_800,retching,False,800
801,BIOKORF_SIDE_801,retinal degeneration,True,801
802,BIOKORF_SIDE_802,retinal detachment,False,802
803,BIOKORF_SIDE_803,retinal disorder,True,803
804,BIOKORF_SIDE_804,retinal haemorrhage,True,804
805,BIOKORF_SIDE_805,retroperitoneal haemorrhage,False,805
806,BIOKORF_SIDE_806,rhabdomyolysis,True,806
807,BIOKORF_SIDE_807,rheumatoid arthritis,True,807
808,BIOKORF_SIDE_808,rhinitis,True,808
809,BIOKORF_SIDE_809,rhinitis allergic,False,809
810,BIOKORF_SIDE_810,mucous nasal increased,False,810
811,BIOKORF_SIDE_811,dry rales,False,811
812,BIOKORF_SIDE_812,road traffic accident,False,812
813,BIOKORF_SIDE_813,rosacea,False,813
814,BIOKORF_SIDE_814,salivary gland enlargement,False,814
815,BIOKORF_SIDE_815,increased salivation,False,815
816,BIOKORF_SIDE_816,oviduct inflammation,False,816
817,BIOKORF_SIDE_817,scab,False,817
818,BIOKORF_SIDE_818,reaction schizoid,False,818
819,BIOKORF_SIDE_819,sciatica,True,819
820,BIOKORF_SIDE_820,sclera inflammation,False,820
821,BIOKORF_SIDE_821,seasonal allergy,False,821
822,BIOKORF_SIDE_822,seborrheic dermatitis,True,822
823,BIOKORF_SIDE_823,seborrheic keratosis,True,823
824,BIOKORF_SIDE_824,sensation of foreign body,False,824
825,BIOKORF_SIDE_825,sensory disturbance,False,825
826,BIOKORF_SIDE_826,sensory loss,False,826
827,BIOKORF_SIDE_827,sepsis,True,827
828,BIOKORF_SIDE_828,septic shock,False,828
829,BIOKORF_SIDE_829,serotonin syndrome,True,829
830,BIOKORF_SIDE_830,serum sickness,False,830
831,BIOKORF_SIDE_831,sexual dysfunction,False,831
832,BIOKORF_SIDE_832,shock,False,832
833,BIOKORF_SIDE_833,salivary glands inflammation,False,833
834,BIOKORF_SIDE_834,sinus bradycardia,False,834
835,BIOKORF_SIDE_835,sinus congestion,False,835
836,BIOKORF_SIDE_836,sinus headache,False,836
837,BIOKORF_SIDE_837,sinus tachycardia,False,837
838,BIOKORF_SIDE_838,sinusitis,False,838
839,BIOKORF_SIDE_839,skin atrophy,False,839
840,BIOKORF_SIDE_840,skin burning sensation,False,840
841,BIOKORF_SIDE_841,skin cancer,False,841
842,BIOKORF_SIDE_842,skin discolouration,False,842
843,BIOKORF_SIDE_843,skin disorder,True,843
844,BIOKORF_SIDE_844,skin exfoliation,False,844
845,BIOKORF_SIDE_845,skin hyperpigmentation,True,845
846,BIOKORF_SIDE_846,skin hypertrophy,False,846
847,BIOKORF_SIDE_847,skin infection,False,847
848,BIOKORF_SIDE_848,skin irritation,False,848
849,BIOKORF_SIDE_849,skin lesion,False,849
850,BIOKORF_SIDE_850,skin mass,False,850
851,BIOKORF_SIDE_851,skin odour abnormal,False,851
852,BIOKORF_SIDE_852,skin papilloma,False,852
853,BIOKORF_SIDE_853,skin striae,True,853
854,BIOKORF_SIDE_854,skin ulcer,True,854
855,BIOKORF_SIDE_855,sleep apnoea syndrome,True,855
856,BIOKORF_SIDE_856,sleep disorder,False,856
857,BIOKORF_SIDE_857,sluggishness,False,857
858,BIOKORF_SIDE_858,sneezing,False,858
859,BIOKORF_SIDE_859,snoring,False,859
860,BIOKORF_SIDE_860,somnambulism,False,860
861,BIOKORF_SIDE_861,somnolence,True,861
862,BIOKORF_SIDE_862,speech disorder,True,862
863,BIOKORF_SIDE_863,splenomegaly,True,863
864,BIOKORF_SIDE_864,sputum increased,False,864
865,BIOKORF_SIDE_865,staphylococcal infection,False,865
866,BIOKORF_SIDE_866,status epilepticus,False,866
867,BIOKORF_SIDE_867,stevens johnson syndrome,False,867
868,BIOKORF_SIDE_868,sticky skin,False,868
869,BIOKORF_SIDE_869,stomatitis,True,869
870,BIOKORF_SIDE_870,bladder and urethral symptoms,False,870
871,BIOKORF_SIDE_871,wheezing,True,871
872,BIOKORF_SIDE_872,stupor,False,872
873,BIOKORF_SIDE_873,subarachnoid haemorrhage,False,873
874,BIOKORF_SIDE_874,subdural haematoma,True,874
875,BIOKORF_SIDE_875,sudden death,True,875
876,BIOKORF_SIDE_876,suicidal ideation,False,876
877,BIOKORF_SIDE_877,suicide attempt,False,877
878,BIOKORF_SIDE_878,sunburn,False,878
879,BIOKORF_SIDE_879,ectopic beats atrial,False,879
880,BIOKORF_SIDE_880,supraventricular tachycardia,True,880
881,BIOKORF_SIDE_881,swelling,False,881
882,BIOKORF_SIDE_882,swelling face,False,882
883,BIOKORF_SIDE_883,syncope,True,883
884,BIOKORF_SIDE_884,systemic lupus erythematosus,True,884
885,BIOKORF_SIDE_885,tachycardia,True,885
886,BIOKORF_SIDE_886,respiration stimulated,False,886
887,BIOKORF_SIDE_887,tardive dyskinesia,False,887
888,BIOKORF_SIDE_888,telangiectasia,False,888
889,BIOKORF_SIDE_889,temperature intolerance,False,889
890,BIOKORF_SIDE_890,tenderness,False,890
891,BIOKORF_SIDE_891,tendinous contracture,False,891
892,BIOKORF_SIDE_892,tendon disorder,False,892
893,BIOKORF_SIDE_893,tendonitis,False,893
894,BIOKORF_SIDE_894,tendon sheath inflammation,False,894
895,BIOKORF_SIDE_895,tension,False,895
896,BIOKORF_SIDE_896,tension headache,True,896
897,BIOKORF_SIDE_897,testicular pain,False,897
898,BIOKORF_SIDE_898,tetany,True,898
899,BIOKORF_SIDE_899,therapeutic response unexpected,False,899
900,BIOKORF_SIDE_900,thinking abnormal,False,900
901,BIOKORF_SIDE_901,thirst,True,901
902,BIOKORF_SIDE_902,throat irritation,False,902
903,BIOKORF_SIDE_903,throat tightness,False,903
904,BIOKORF_SIDE_904,thrombocytopenia,True,904
905,BIOKORF_SIDE_905,platelets increase,False,905
906,BIOKORF_SIDE_906,thrombophlebitis,True,906
907,BIOKORF_SIDE_907,thrombosis,True,907
908,BIOKORF_SIDE_908,thrombotic thrombocytopenic purpura,False,908
909,BIOKORF_SIDE_909,thyroid disorder,True,909
910,BIOKORF_SIDE_910,thyroid neoplasm,False,910
911,BIOKORF_SIDE_911,thyroiditis,False,911
912,BIOKORF_SIDE_912,tinnitus,True,912
913,BIOKORF_SIDE_913,tongue discolouration,False,913
914,BIOKORF_SIDE_914,tongue disorder,False,914
915,BIOKORF_SIDE_915,tongue oedema,False,915
916,BIOKORF_SIDE_916,tongue ulceration,False,916
917,BIOKORF_SIDE_917,tonsillitis,True,917
918,BIOKORF_SIDE_918,tooth abscess,True,918
919,BIOKORF_SIDE_919,tooth disorder,False,919
920,BIOKORF_SIDE_920,tooth infection,False,920
921,BIOKORF_SIDE_921,toothache,False,921
922,BIOKORF_SIDE_922,ventricular arrhythmias and cardiac arrest,False,922
923,BIOKORF_SIDE_923,torticollis,True,923
924,BIOKORF_SIDE_924,toxic epidermal necrolysis,False,924
925,BIOKORF_SIDE_925,toxicity to various agents,False,925
926,BIOKORF_SIDE_926,tracheitis,False,926
927,BIOKORF_SIDE_927,trachea bronchus inflammation,False,927
928,BIOKORF_SIDE_928,transaminases increased,True,928
929,BIOKORF_SIDE_929,transient ischaemic attack,False,929
930,BIOKORF_SIDE_930,tremor,True,930
931,BIOKORF_SIDE_931,masseter spasms,False,931
932,BIOKORF_SIDE_932,inflammation of the interstitial tissue of the kidney,False,932
933,BIOKORF_SIDE_933,tumour lysis syndrome,False,933
934,BIOKORF_SIDE_934,ulcer,False,934
935,BIOKORF_SIDE_935,ulcerative keratitis,False,935
936,BIOKORF_SIDE_936,unintended pregnancy,False,936
937,BIOKORF_SIDE_937,upper respiratory tract infection,True,937
938,BIOKORF_SIDE_938,upper airway cough syndrome,False,938
939,BIOKORF_SIDE_939,urethral disorder,False,939
940,BIOKORF_SIDE_940,urethritis,False,940
941,BIOKORF_SIDE_941,urethritis non infective,False,941
942,BIOKORF_SIDE_942,urinary hesitation,True,942
943,BIOKORF_SIDE_943,urinary incontinence,True,943
944,BIOKORF_SIDE_944,urinary retention,True,944
945,BIOKORF_SIDE_945,urinary tract disorder,False,945
946,BIOKORF_SIDE_946,urinary tract infection,False,946
947,BIOKORF_SIDE_947,urine abnormality,False,947
948,BIOKORF_SIDE_948,urine analysis abnormal,False,948
949,BIOKORF_SIDE_949,urine output increased,False,949
950,BIOKORF_SIDE_950,urticaria,True,950
951,BIOKORF_SIDE_951,uterine disorder,False,951
952,BIOKORF_SIDE_952,uterine haemorrhage,False,952
953,BIOKORF_SIDE_953,uterine smooth muscle tumor,False,953
954,BIOKORF_SIDE_954,uterine spasm,False,954
955,BIOKORF_SIDE_955,uveitis,True,955
956,BIOKORF_SIDE_956,vaginal discharge,True,956
957,BIOKORF_SIDE_957,vaginal haemorrhage,False,957
958,BIOKORF_SIDE_958,vaginal infection,False,958
959,BIOKORF_SIDE_959,varicose vein,True,959
960,BIOKORF_SIDE_960,vascular headache,False,960
961,BIOKORF_SIDE_961,vascular purpura,False,961
962,BIOKORF_SIDE_962,vasculitis,True,962
963,BIOKORF_SIDE_963,vasodilation procedure,False,963
964,BIOKORF_SIDE_964,vasospasm,False,964
965,BIOKORF_SIDE_965,venous thrombosis,True,965
966,BIOKORF_SIDE_966,ventricular arrhythmia,True,966
967,BIOKORF_SIDE_967,premature ventricular contractions,False,967
968,BIOKORF_SIDE_968,ventricular fibrillation,True,968
969,BIOKORF_SIDE_969,ventricular tachycardia,False,969
970,BIOKORF_SIDE_970,vertigo,True,970
971,BIOKORF_SIDE_971,vestibular disorder,False,971
972,BIOKORF_SIDE_972,viral diarrhoea,False,972
973,BIOKORF_SIDE_973,viral infection,False,973
974,BIOKORF_SIDE_974,viral upper respiratory tract infection,False,974
975,BIOKORF_SIDE_975,vision blurred,True,975
976,BIOKORF_SIDE_976,visual acuity reduced,True,976
977,BIOKORF_SIDE_977,visual impairment,True,977
978,BIOKORF_SIDE_978,vomiting,True,978
979,BIOKORF_SIDE_979,vulva vaginal candidiasis,False,979
980,BIOKORF_SIDE_980,vulva vaginal dryness,False,980
981,BIOKORF_SIDE_981,vulva vaginal mold infection,False,981
982,BIOKORF_SIDE_982,vulva vaginal pruritus,False,982
983,BIOKORF_SIDE_983,vulva vagina inflammation,False,983
984,BIOKORF_SIDE_984,weight decreased,True,984
985,BIOKORF_SIDE_985,weight increased,True,985
986,BIOKORF_SIDE_986,wheezing,True,986
987,BIOKORF_SIDE_987,white blood cell count decreased,False,987
988,BIOKORF_SIDE_988,white blood cell count increased,False,988
989,BIOKORF_SIDE_989,withdrawal syndrome,False,989
990,BIOKORF_SIDE_990,wound infection,False,990
991,BIOKORF_SIDE_991,wound secretion,False,991
992,BIOKORF_SIDE_992,dry eye,False,992
993,BIOKORF_SIDE_993,yawning,False,993
