matrix_index,source_row,drug_name,stitch_id,optimuskg_id,mapping_method,mapping_status
548,549,rasagiline,CIDm03052775,,,unmapped
549,550,sodium.bicarbonate,CIDm00000923,,,unmapped
550,551,bezafibrate,CIDm00039042,,,unmapped
551,552,colchicine,CIDm00006167,,,unmapped
552,553,danazol,CIDm00028417,,,unmapped
553,554,tiotropium.bromide,CIDm00060830,,,unmapped
554,555,ciclesonide,CIDm06918155,,,unmapped
555,556,cefepime,CIDm05479537,,,unmapped
556,557,colestyramine,CIDm70695640,,,unmapped
557,558,flunitrazepam,CIDm00003380,,,unmapped
558,559,dihydrocodeine,CIDm05284543,,,unmapped
559,560,bromazepam,CIDm00002441,,,unmapped
560,561,ursodeoxycholic.acid,CIDm00031401,,,unmapped
561,562,quazepam,CIDm00004999,,,unmapped
562,563,everolimus,CIDm06442177,,,unmapped
563,564,solifenacin,CIDm00154058,,,unmapped
564,565,tiaprofenic.acid,CIDm00005468,,,unmapped
565,566,deferasirox,CIDm05493381,,,unmapped
566,567,valganciclovir,CIDm00064147,,,unmapped
567,568,roflumilast,CIDm00449193,,,unmapped
568,569,fusidic.acid,CIDm03000226,,,unmapped
569,570,fotemustine,CIDm00104799,,,unmapped
570,571,thiotepa,CIDm00005453,,,unmapped
571,572,maraviroc,CIDm03002977,,,unmapped
572,573,cyproterone,CIDm05284537,,,unmapped
573,574,tetrabenazine,CIDm00006018,,,unmapped
574,575,ixabepilone,CIDm06445540,,,unmapped
575,576,febuxostat,CIDm00134018,,,unmapped
576,577,dronedarone,CIDm00208898,,,unmapped
577,578,nebivolol,CIDm00071301,,,unmapped
578,579,nilotinib,CIDm00644241,,,unmapped
579,580,lorcaserin,CIDm11658859,,,unmapped
580,581,vildagliptin,CIDm06918537,,,unmapped
581,582,milnacipran,CIDm00055480,,,unmapped
582,583,nesiritide,CIDm25081014,,,unmapped
583,584,oritavancin,CIDm16136912,,,unmapped
584,585,clevidipine,CIDm00153994,,,unmapped
585,586,ospemifene,CIDm03036505,,,unmapped
586,587,iloperidone,CIDm00071360,,,unmapped
587,588,retigabine,CIDm00121892,,,unmapped
588,589,ingenol.mebutate,CIDm06918670,,,unmapped
589,590,belinostat,CIDm06918638,,,unmapped
590,591,indacaterol,CIDm06918554,,,unmapped
591,592,trabectedin,CIDm00108150,,,unmapped
592,593,glatiramer.acetate,CIDm03081884,,,unmapped
593,594,rotigotine,CIDm00059226,,,unmapped
594,595,samarium.(153Sm).lexidronam,CIDm00023951,,,unmapped
595,596,vandetanib,CIDm03081361,,,unmapped
596,597,ecallantide,CIDm44201343,,,unmapped
597,598,romiplostim,CIDm05329098,,,unmapped
598,599,dexlansoprazole,CIDm09578005,,,unmapped
599,600,telaprevir,CIDm03010818,,,unmapped
600,601,mipomersen,CIDm44564107,,,unmapped
601,602,apremilast,CIDm11561674,,,unmapped
602,603,ustekinumab,CIDm00121749,,,unmapped
603,604,abiraterone,CIDm00132971,,,unmapped
604,605,mianserin,CIDm00004184,,,unmapped
605,606,acetylcysteine,CIDm00012035,,,unmapped
606,607,romidepsin,CIDm05352062,,,unmapped
607,608,rufinamide,CIDm00129228,,,unmapped
608,609,lasofoxifene,CIDm00216416,,,unmapped
609,610,tapentadol,CIDm09838021,,,unmapped
610,611,silodosin,CIDm05312125,,,unmapped
611,612,prasugrel,CIDm06918456,,,unmapped
612,613,eltrombopag,CIDm25181561,,,unmapped
613,614,doripenem,CIDm00073303,,,unmapped
614,615,tolvaptan,CIDm00216237,,,unmapped
615,616,regadenoson,CIDm00219024,,,unmapped
616,617,asenapine,CIDm00163091,,,unmapped
617,618,vernakalant,CIDm09930048,,,unmapped
618,619,lacosamide,CIDm00219078,,,unmapped
619,620,dalbavancin,CIDm44567678,,,unmapped
620,621,rivaroxaban,CIDm09875401,,,unmapped
621,622,nalmefene,CIDm05284594,,,unmapped
622,623,avanafil,CIDm09869929,,,unmapped
623,624,eflornithine,CIDm00003009,,,unmapped
624,625,droxidopa,CIDm00092974,,,unmapped
625,626,sitaxentan,CIDm00216235,,,unmapped
626,627,ziconotide,CIDm16129690,,,unmapped
627,628,teriparatide,CIDm16129682,,,unmapped
628,629,temsirolimus,CIDm06918289,,,unmapped
629,630,amisulpride,CIDm00002159,,,unmapped
630,631,simeprevir,CIDm24873435,,,unmapped
631,632,dapagliflozin,CIDm09887712,,,unmapped
632,633,bazedoxifene,CIDm00154256,,,unmapped
633,634,ambrisentan,CIDm06918493,,,unmapped
634,635,doxercalciferol,CIDm05281107,,,unmapped
635,636,armodafinil,CIDm09690109,,,unmapped
636,637,etravirine,CIDm00193962,,,unmapped
637,638,prucalopride,CIDm03052762,,,unmapped
638,639,pazopanib,CIDm10113978,,,unmapped
639,640,ceftaroline.fosamil,CIDm09852981,,,unmapped
640,641,agomelatine,CIDm00082148,,,unmapped
641,642,apixaban,CIDm10182969,,,unmapped
642,643,bosutinib,CIDm05328940,,,unmapped
643,644,axitinib,CIDm06450551,,,unmapped
644,645,fampridine,CIDm00001727,,,unmapped
645,646,ofatumumab,CIDm06918250,,,unmapped
646,647,liraglutide,CIDm16134956,,,unmapped
647,648,pasireotide,CIDm70788982,,,unmapped
648,649,vilazodone,CIDm06918313,,,unmapped
649,650,dabigatran.etexilate,CIDm09578572,,,unmapped
650,651,betahistine,CIDm00002366,,,unmapped
651,652,degarelix,CIDm16136245,,,unmapped
652,653,desvenlafaxine,CIDm00125017,,,unmapped
653,654,dexmethylphenidate,CIDm00154100,,,unmapped
654,655,fesoterodine,CIDm06918558,,,unmapped
655,656,gadobutrol,CIDm09916860,,,unmapped
656,657,naphazoline,CIDm00004436,,,unmapped
657,658,buserelin,CIDm00050224,,,unmapped
658,659,betaine,CIDm00000247,,,unmapped
659,660,bendamustine,CIDm00065628,,,unmapped
660,661,cabazitaxel,CIDm09854073,,,unmapped
661,662,capsaicin,CIDm01548943,,,unmapped
662,663,dalteparin,CIDm25244225,,,unmapped
663,664,ganirelix,CIDm16130965,,,unmapped
664,665,histrelin,CIDm25077993,,,unmapped
665,666,lanreotide,CIDm00071348,,,unmapped
666,667,lanthanum.carbonate,CIDm00168924,,,unmapped
667,668,lodoxamide,CIDm00044563,,,unmapped
668,669,methylnaltrexone.bromide,CIDm05361917,,,unmapped
669,670,plerixafor,CIDm00065014,,,unmapped
670,671,raltegravir,CIDm23668479,,,unmapped
671,672,sodium.phenylbutyrate,CIDm00004775,,,unmapped
672,673,triptorelin,CIDm25074470,,,unmapped
673,674,lurasidone,CIDm00213046,,,unmapped
674,675,ticagrelor,CIDm09871419,,,unmapped
675,676,tafluprost,CIDm09868491,,,unmapped
676,677,ivacaftor,CIDm16220172,,,unmapped
677,678,iodine.ioflupane.(123I),CIDm03086674,,,unmapped
678,679,vismodegib,CIDm24776445,,,unmapped
679,680,rilpivirine,CIDm06451164,,,unmapped
680,681,crizotinib,CIDm11626560,,,unmapped
681,682,ulipristal,CIDm13559281,,,unmapped
682,683,fingolimod,CIDm00107969,,,unmapped
683,684,tesamorelin,CIDm44201342,,,unmapped
684,685,eribulin,CIDm53320414,,,unmapped
685,686,boceprevir,CIDm10324367,,,unmapped
686,687,fidaxomicin,CIDm10034073,,,unmapped
687,688,cabozantinib,CIDm25102847,,,unmapped
688,689,ruxolitinib,CIDm25126797,,,unmapped
689,690,teriflunomide,CIDm54684141,,,unmapped
690,691,vemurafenib,CIDm42611257,,,unmapped
691,692,linagliptin,CIDm10096344,,,unmapped
692,693,perampanel,CIDm09924495,,,unmapped
693,694,carfilzomib,CIDm11556711,,,unmapped
694,695,mirabegron,CIDm09865528,,,unmapped
695,696,tofacitinib,CIDm09926791,,,unmapped
696,697,regorafenib,CIDm11167602,,,unmapped
697,698,aclidinium.bromide,CIDm11467166,,,unmapped
698,699,enzalutamide,CIDm15951529,,,unmapped
699,700,teduglutide,CIDm70683012,,,unmapped
700,701,ponatinib,CIDm24826799,,,unmapped
701,702,bedaquiline,CIDm05388906,,,unmapped
702,703,fluticasone.furoate,CIDm09854489,,,unmapped
703,704,canagliflozin,CIDm24812758,,,unmapped
704,705,glycerol.phenylbutyrate,CIDm10482134,,,unmapped
705,706,pomalidomide,CIDm00134780,,,unmapped
706,707,trametinib,CIDm11707110,,,unmapped
707,708,dabrafenib,CIDm44462760,,,unmapped
708,709,radium.(223Ra).dichloride,CIDm06328144,,,unmapped
709,710,afatinib,CIDm10184653,,,unmapped
710,711,dolutegravir,CIDm46216142,,,unmapped
711,712,riociguat,CIDm11304743,,,unmapped
712,713,macitentan,CIDm16004692,,,unmapped
713,714,sofosbuvir,CIDm45375808,,,unmapped
714,715,iopamidol,CIDm00065492,,,unmapped
715,716,aliskiren,CIDm05493444,,,unmapped
716,717,vorapaxar,CIDm10077129,,,unmapped
717,718,suvorexant,CIDm24965990,,,unmapped
718,719,empagliflozin,CIDm11949646,,,unmapped
719,720,eliglustat,CIDm23652731,,,unmapped
720,721,ibrutinib,CIDm24821094,,,unmapped
721,722,cobicistat,CIDm25151504,,,unmapped
722,723,vortioxetine,CIDm09966051,,,unmapped
723,724,tasimelteon,CIDm10220503,,,unmapped
724,725,sodium.oxybate,CIDm00010413,,,unmapped
725,726,umeclidinium.bromide,CIDm11519069,,,unmapped
726,727,olodaterol,CIDm11504294,,,unmapped
727,728,pinaverium,CIDm00040703,,,unmapped
728,729,benzoyl.peroxide,CIDm00007187,,,unmapped
729,730,elvitegravir,CIDm05277135,,,unmapped
730,731,mesna,CIDm00000598,,,unmapped
731,732,saccharated.iron.oxide,CIDm06850789,,,unmapped
732,733,florbetapir.(18F),CIDm24822371,,,unmapped
733,734,flutemetamol.(18F),CIDm15950376,,,unmapped
734,735,iopromide,CIDm00003736,,,unmapped
735,736,technetium.(99mTc).tetrofosmin,CIDm00004274,,,unmapped
736,737,technetium.(99mTc).exametazime,CIDm00023957,,,unmapped
737,738,nicorandil,CIDm00047528,,,unmapped
738,739,sodium.aurothiomalate,CIDm00022318,,,unmapped
739,740,sodium.phosphate,CIDm00001003,,,unmapped
740,741,iotrolan,CIDm00003738,,,unmapped
741,742,secretin,CIDm16129665,,,unmapped
742,743,desirudin,CIDm16129703,,,unmapped
743,744,temoporfin,CIDm00060751,,,unmapped
744,745,colestilan,CIDm00065840,,,unmapped
745,746,tropisetron,CIDm00072165,,,unmapped
746,747,clobetasol,CIDm00032797,,,unmapped
747,748,clobetasone,CIDm00071386,,,unmapped
748,749,atracurium,CIDm00047319,,,unmapped
749,750,mifamurtide,CIDm11672602,,,unmapped
750,751,fluticasone,CIDm05311101,,,unmapped
751,752,candesartan,CIDm00002541,,,unmapped
752,753,mometasone,CIDm00441335,,,unmapped
753,754,tedizolid,CIDm11234049,,,unmapped
754,755,hydroxyprogesterone,CIDm00006238,,,unmapped
755,756,eslicarbazepine,CIDm09881504,,,unmapped
756,757,ceftobiprole.medocaril,CIDm12993649,,,unmapped
