matrix_index,side_effect_name,candidate_count,meddra_candidate_count,hpo_candidate_count,preferred_meddra_id,candidate_ids,mapping_status
411,hepatobiliary disease,0,0,0,"",[],unmatched
412,hepatocellular injury,0,0,0,"",[],unmatched
413,hepatomegaly,1,0,1,"","[""HP_0002240""]",unique_other_exact_name
414,hepatotoxicity,0,0,0,"",[],unmatched
415,hernia,1,0,1,"","[""HP_0100790""]",unique_other_exact_name
416,herpes simplex,1,1,0,meddra:10019948,"[""meddra:10019948""]",unique_meddra_exact_name
417,herpes virus infection,0,0,0,"",[],unmatched
418,herpes zoster,0,0,0,"",[],unmatched
419,hiatus hernia,1,0,1,"","[""HP_0002036""]",unique_other_exact_name
420,hiccups,0,0,0,"",[],unmatched
421,hirsutism,1,0,1,"","[""HP_0001007""]",unique_other_exact_name
422,hostility,0,0,0,"",[],unmatched
423,hot flush,1,1,0,meddra:10060800,"[""meddra:10060800""]",unique_meddra_exact_name
424,hyperacusis,1,0,1,"","[""HP_0010780""]",unique_other_exact_name
425,venous congestion,0,0,0,"",[],unmatched
426,allodynia mechanical,0,0,0,"",[],unmatched
427,bilirubin blood,0,0,0,"",[],unmatched
428,high calcium blood,0,0,0,"",[],unmatched
429,high calcium urine,0,0,0,"",[],unmatched
430,high cholesterol blood,0,0,0,"",[],unmatched
431,high blood sugar,1,0,1,"","[""HP_0003074""]",exact_synonym_only
432,hyperhidrosis,1,0,1,"","[""HP_0000975""]",unique_other_exact_name
433,high potassium blood,0,0,0,"",[],unmatched
434,hyperkeratosis,1,0,1,"","[""HP_0000962""]",unique_other_exact_name
435,movement function hyperactivity,0,0,0,"",[],unmatched
436,high lactic acid blood,0,0,0,"",[],unmatched
437,high levels of lipids,0,0,0,"",[],unmatched
438,high magnesium blood,0,0,0,"",[],unmatched
439,salt retention,0,0,0,"",[],unmatched
440,pain allergy,0,0,0,"",[],unmatched
441,high phosphorus blood,0,0,0,"",[],unmatched
442,exaggerated reflexes,0,0,0,"",[],unmatched
443,hypersensitivity,1,1,0,meddra:10020751,"[""meddra:10020751""]",unique_meddra_exact_name
444,sleep excessive,0,0,0,"",[],unmatched
445,hypertension,2,1,1,meddra:10020772,"[""HP_0000822"",""meddra:10020772""]",meddra_exact_with_other_ontology_candidates
446,hyperthyroidism,1,0,1,"","[""HP_0000836""]",unique_other_exact_name
447,tone increased,0,0,0,"",[],unmatched
448,hypertrichosis,1,0,1,"","[""HP_0000998""]",unique_other_exact_name
449,high glycerin three ester blood,0,0,0,"",[],unmatched
450,high uric acid blood,0,0,0,"",[],unmatched
451,hyperventilation,1,0,1,"","[""HP_0002883""]",unique_other_exact_name
452,body numbness,0,0,0,"",[],unmatched
453,body numbness oral,0,0,0,"",[],unmatched
454,low albumin blood,0,0,0,"",[],unmatched
455,low calcium blood,0,0,0,"",[],unmatched
456,low chlorine blood,0,0,0,"",[],unmatched
457,chlorosis,0,0,0,"",[],unmatched
458,hypoglycemia,1,0,1,"","[""HP_0001943""]",unique_other_exact_name
459,drenching sweats,0,0,0,"",[],unmatched
460,potassium deficiency,0,0,0,"",[],unmatched
461,activity motor retarded,0,0,0,"",[],unmatched
462,low magnesium blood,0,0,0,"",[],unmatched
463,hypomania,0,0,0,"",[],unmatched
464,low sodium blood,0,0,0,"",[],unmatched
465,phosphorus low blood,0,0,0,"",[],unmatched
466,potassium deficiency,0,0,0,"",[],unmatched
467,diminished reflexes,0,0,0,"",[],unmatched
468,hypotension,2,1,1,meddra:10021097,"[""HP_0002615"",""meddra:10021097""]",meddra_exact_with_other_ontology_candidates
469,hypothermia,1,0,1,"","[""HP_0002045""]",unique_other_exact_name
470,hypothyroidism,2,1,1,meddra:10021114,"[""HP_0000821"",""meddra:10021114""]",meddra_exact_with_other_ontology_candidates
471,hypotonia,1,0,1,"","[""HP_0001252""]",unique_other_exact_name
472,hypoventilation,1,0,1,"","[""HP_0002791""]",unique_other_exact_name
473,hypoxia,1,0,1,"","[""HP_0012418""]",exact_synonym_only
474,ileus,1,0,1,"","[""HP_0002595""]",unique_other_exact_name
475,ileus paralytic,0,0,0,"",[],unmatched
476,ill-defined disorder,0,0,0,"",[],unmatched
477,immune system disorder,1,1,0,meddra:10021425,"[""meddra:10021425""]",unique_meddra_exact_name
478,impaired gastric emptying,0,0,0,"",[],unmatched
479,impaired healing,0,0,0,"",[],unmatched
480,impetigo,0,0,0,"",[],unmatched
481,inappropriate antidiuretic hormone secretion,1,0,1,"","[""HP_0031218""]",unique_other_exact_name
482,incontinence,0,0,0,"",[],unmatched
483,increased appetite,1,0,1,"","[""HP_0002591""]",exact_synonym_only
484,increased bronchial secretion,0,0,0,"",[],unmatched
485,increased tendency to bruise,0,0,0,"",[],unmatched
486,hardening,0,0,0,"",[],unmatched
487,infarction,0,0,0,"",[],unmatched
488,infection,1,1,0,meddra:10021789,"[""meddra:10021789""]",unique_meddra_exact_name
489,infestation,0,0,0,"",[],unmatched
490,inflammation,0,0,0,"",[],unmatched
491,influenza,1,1,0,meddra:10022000,"[""meddra:10022000""]",unique_meddra_exact_name
492,influenza like illness,0,0,0,"",[],unmatched
493,infusion site pain,0,0,0,"",[],unmatched
494,infusion site reaction,0,0,0,"",[],unmatched
495,injection site bruising,0,0,0,"",[],unmatched
496,injection site erythema,0,0,0,"",[],unmatched
497,injection site haemorrhage,0,0,0,"",[],unmatched
498,injection site hardening,0,0,0,"",[],unmatched
499,injection site inflammation,0,0,0,"",[],unmatched
500,injection site pain,0,0,0,"",[],unmatched
501,injection site pruritus,0,0,0,"",[],unmatched
502,injection site reaction,1,1,0,meddra:10022095,"[""meddra:10022095""]",unique_meddra_exact_name
503,injection site swelling,0,0,0,"",[],unmatched
504,injury,0,0,0,"",[],unmatched
505,insomnia,2,1,1,meddra:10022437,"[""HP_0100785"",""meddra:10022437""]",meddra_exact_with_other_ontology_candidates
506,instillation site pain,0,0,0,"",[],unmatched
507,intermittent claudication,1,0,1,"","[""HP_0004417""]",unique_other_exact_name
508,international normalised ratio increased,0,0,0,"",[],unmatched
509,interstitial lung disease,2,1,1,meddra:10022611,"[""HP_0006530"",""meddra:10022611""]",meddra_exact_with_other_ontology_candidates
510,intestinal obstruction,1,0,1,"","[""HP_0005214""]",unique_other_exact_name
511,intestinal perforation,1,0,1,"","[""HP_0031368""]",unique_other_exact_name
512,intracranial pressure increased,0,0,0,"",[],unmatched
513,intraocular pressure increased,0,0,0,"",[],unmatched
514,iris inflammation,0,0,0,"",[],unmatched
515,iron deficiency anaemia,1,0,1,"","[""HP_0001891""]",exact_synonym_only
516,irritability,2,1,1,meddra:10022998,"[""HP_0000737"",""meddra:10022998""]",meddra_exact_with_other_ontology_candidates
517,irritable bowel syndrome,0,0,0,"",[],unmatched
518,ischaemia,0,0,0,"",[],unmatched
519,jaundice,2,1,1,meddra:10023126,"[""HP_0000952"",""meddra:10023126""]",meddra_exact_with_other_ontology_candidates
520,obstructive jaundice,0,0,0,"",[],unmatched
521,joint stiffness,1,0,1,"","[""HP_0001387""]",unique_other_exact_name
522,joint swelling,1,0,1,"","[""HP_0001386""]",unique_other_exact_name
523,keratitis,1,0,1,"","[""HP_0000491""]",unique_other_exact_name
524,ketosis,1,0,1,"","[""HP_0001946""]",unique_other_exact_name
525,laboratory test abnormal,0,0,0,"",[],unmatched
526,inner ear infection,0,0,0,"",[],unmatched
527,laceration,0,0,0,"",[],unmatched
528,lacrimal disorder,0,0,0,"",[],unmatched
529,lacrimal structural disorder,0,0,0,"",[],unmatched
530,lacrimation increased,0,0,0,"",[],unmatched
531,lactic acidosis,2,1,1,meddra:10023676,"[""HP_0003128"",""meddra:10023676""]",meddra_exact_with_other_ontology_candidates
532,laryngeal oedema,0,0,0,"",[],unmatched
533,laryngeal pain,0,0,0,"",[],unmatched
534,laryngitis,0,0,0,"",[],unmatched
535,laryngeal spasm,0,0,0,"",[],unmatched
536,lethargy,1,0,1,"","[""HP_0001254""]",unique_other_exact_name
537,leukocytosis,1,0,1,"","[""HP_0001974""]",unique_other_exact_name
538,vitiligo,1,0,1,"","[""HP_0001045""]",unique_other_exact_name
539,leukopenia,1,0,1,"","[""HP_0001882""]",unique_other_exact_name
540,libido decreased,0,0,0,"",[],unmatched
541,libido disorder,0,0,0,"",[],unmatched
542,libido increased,0,0,0,"",[],unmatched
543,mossy keratosis,0,0,0,"",[],unmatched
544,ligament sprain,0,0,0,"",[],unmatched
545,lipase increased,0,0,0,"",[],unmatched
546,lipodystrophy acquired,0,0,0,"",[],unmatched
547,liver disorder,0,0,0,"",[],unmatched
548,liver function test abnormal,0,0,0,"",[],unmatched
549,liver injury,0,0,0,"",[],unmatched
550,local swelling,0,0,0,"",[],unmatched
551,loss of consciousness,1,0,1,"","[""HP_0007185""]",unique_other_exact_name
552,loss of libido,0,0,0,"",[],unmatched
553,lower respiratory tract infection,1,0,1,"","[""HP_0002783""]",exact_synonym_only
554,lung disorder,0,0,0,"",[],unmatched
555,lung infection,0,0,0,"",[],unmatched
556,lung infiltration,0,0,0,"",[],unmatched
557,lymphadenopathy,1,0,1,"","[""HP_0002716""]",unique_other_exact_name
558,lymphocyte count decreased,0,0,0,"",[],unmatched
559,lymphocyte excess,0,0,0,"",[],unmatched
560,lymph edema,0,0,0,"",[],unmatched
561,lymph tumor,0,0,0,"",[],unmatched
562,lymph cell cut back,0,0,0,"",[],unmatched
563,major depression,0,0,0,"",[],unmatched
564,malaise,2,1,1,meddra:10025482,"[""HP_0033834"",""meddra:10025482""]",meddra_exact_with_other_ontology_candidates
565,malignant melanoma,0,0,0,"",[],unmatched
566,malnutrition,1,0,1,"","[""HP_0004395""]",unique_other_exact_name
567,mania,2,1,1,meddra:10026749,"[""HP_0100754"",""meddra:10026749""]",meddra_exact_with_other_ontology_candidates
568,mastitis,1,0,1,"","[""HP_0040407""]",unique_other_exact_name
569,mediastinal disorder,0,0,0,"",[],unmatched
570,blood clot excretion,0,0,0,"",[],unmatched
571,melanosis,0,0,0,"",[],unmatched
572,memory impairment,1,0,1,"","[""HP_0002354""]",unique_other_exact_name
573,meningitis,1,0,1,"","[""HP_0001287""]",unique_other_exact_name
574,menopausal symptoms,0,0,0,"",[],unmatched
575,menopause,0,0,0,"",[],unmatched
576,menorrhagia,1,0,1,"","[""HP_0000132""]",unique_other_exact_name
577,menstrual disorder,0,0,0,"",[],unmatched
578,menstruation irregular,0,0,0,"",[],unmatched
579,mental disability,0,0,0,"",[],unmatched
580,mental disorder,0,0,0,"",[],unmatched
581,metabolic acidosis,1,0,1,"","[""HP_0001942""]",unique_other_exact_name
582,break through bleeding,0,0,0,"",[],unmatched
583,urination disorder,0,0,0,"",[],unmatched
584,urination urgency,0,0,0,"",[],unmatched
585,migraine,1,0,1,"","[""HP_0002076""]",unique_other_exact_name
586,miosis,1,0,1,"","[""HP_0000616""]",unique_other_exact_name
587,single core cell increase,0,0,0,"",[],unmatched
588,mood swings,1,0,1,"","[""HP_0000712""]",exact_synonym_only
589,motion sickness,0,0,0,"",[],unmatched
590,mouth ulceration,0,0,0,"",[],unmatched
591,movement disorder,1,0,1,"","[""HP_0100022""]",exact_synonym_only
592,mucosal inflammation,0,0,0,"",[],unmatched
593,mucous membrane disorder,0,0,0,"",[],unmatched
594,multiple fractures,1,0,1,"","[""HP_0002757""]",exact_synonym_only
595,muscle atrophy,1,0,1,"","[""HP_0003202""]",exact_synonym_only
596,muscle contractions involuntary,0,0,0,"",[],unmatched
597,muscle relaxant therapy,0,0,0,"",[],unmatched
598,muscle rigidity,1,0,1,"","[""HP_0002063""]",exact_synonym_only
599,muscle spasms,2,1,1,meddra:10028334,"[""HP_0003394"",""meddra:10028334""]",meddra_exact_with_other_ontology_candidates
600,muscle tightness,0,0,0,"",[],unmatched
601,muscle twitching,0,0,0,"",[],unmatched
602,muscular weakness,2,1,1,meddra:10028372,"[""HP_0001324"",""meddra:10028372""]",meddra_exact_with_other_ontology_candidates
603,musculoskeletal chest pain,0,0,0,"",[],unmatched
604,musculoskeletal discomfort,0,0,0,"",[],unmatched
605,musculoskeletal pain,1,1,0,meddra:10028391,"[""meddra:10028391""]",unique_meddra_exact_name
606,musculoskeletal stiffness,0,0,0,"",[],unmatched
607,myalgia,2,1,1,meddra:10028411,"[""HP_0003326"",""meddra:10028411""]",meddra_exact_with_other_ontology_candidates
608,mydriasis,1,0,1,"","[""HP_0011499""]",unique_other_exact_name
609,myelitis,1,0,1,"","[""HP_0012486""]",unique_other_exact_name
610,myocardial infarction,2,1,1,meddra:10028596,"[""HP_0001658"",""meddra:10028596""]",meddra_exact_with_other_ontology_candidates
611,myocardial ischaemia,0,0,0,"",[],unmatched
612,myocarditis,1,0,1,"","[""HP_0012819""]",unique_other_exact_name
613,myoclonus,1,0,1,"","[""HP_0001336""]",unique_other_exact_name
614,myopathy,1,0,1,"","[""HP_0003198""]",unique_other_exact_name
615,myositis,1,0,1,"","[""HP_0100614""]",unique_other_exact_name
616,nail disorder,0,0,0,"",[],unmatched
617,nasal congestion,1,0,1,"","[""HP_0001742""]",unique_other_exact_name
618,nasal discomfort,0,0,0,"",[],unmatched
619,nasal dryness,1,0,1,"","[""HP_0033521""]",unique_other_exact_name
620,nose pharynx inflammation,0,0,0,"",[],unmatched
621,nausea,2,1,1,meddra:10028813,"[""HP_0002018"",""meddra:10028813""]",meddra_exact_with_other_ontology_candidates
622,neck pain,2,1,1,meddra:10028836,"[""HP_0030833"",""meddra:10028836""]",meddra_exact_with_other_ontology_candidates
623,neoplasm,1,0,1,"","[""HP_0002664""]",unique_other_exact_name
624,neoplasm malignant,0,0,0,"",[],unmatched
625,nephritis,1,0,1,"","[""HP_0000123""]",unique_other_exact_name
626,calculus kidney,0,0,0,"",[],unmatched
627,nephropathy,1,0,1,"","[""HP_0000112""]",unique_other_exact_name
628,nephropathy toxic,0,0,0,"",[],unmatched
629,nephrotic syndrome,1,0,1,"","[""HP_0000100""]",unique_other_exact_name
630,nervous system disorder,1,1,0,meddra:10029202,"[""meddra:10029202""]",unique_meddra_exact_name
631,nervousness,0,0,0,"",[],unmatched
632,neuralgia,2,1,1,meddra:10029223,"[""HP_0033345"",""meddra:10029223""]",meddra_exact_with_other_ontology_candidates
633,neuritis,1,0,1,"","[""HP_0031002""]",unique_other_exact_name
634,neuroleptic malignant syndrome,0,0,0,"",[],unmatched
635,neuropathy peripheral,1,1,0,meddra:10029331,"[""meddra:10029331""]",unique_meddra_exact_name
636,neurosis,0,0,0,"",[],unmatched
637,neurotoxicity,0,0,0,"",[],unmatched
638,neutropenia,1,1,0,meddra:10029354,"[""meddra:10029354""]",unique_meddra_exact_name
639,neutrophil deficiency,0,0,0,"",[],unmatched
640,neutrophil count decreased,0,0,0,"",[],unmatched
641,night blindness,0,0,0,"",[],unmatched
642,night sweats,1,0,1,"","[""HP_0030166""]",unique_other_exact_name
643,nightmare,0,0,0,"",[],unmatched
644,nocturnal enuresis,0,0,0,"",[],unmatched
645,nodal arrhythmia,0,0,0,"",[],unmatched
646,nodule,0,0,0,"",[],unmatched
647,non cardiac chest pain,0,0,0,"",[],unmatched
648,non hodgkin lymphoma,0,0,0,"",[],unmatched
649,nuchal rigidity,1,0,1,"","[""HP_0031179""]",unique_other_exact_name
650,nystagmus,2,1,1,meddra:10029864,"[""HP_0000639"",""meddra:10029864""]",meddra_exact_with_other_ontology_candidates
651,ocular discomfort,0,0,0,"",[],unmatched
652,ocular venous congestion,0,0,0,"",[],unmatched
653,oculomotor spasm,0,0,0,"",[],unmatched
654,swallowing painful,0,0,0,"",[],unmatched
655,oedema,1,0,1,"","[""HP_0000969""]",exact_synonym_only
656,oedema peripheral,0,0,0,"",[],unmatched
657,oesophageal spasm,0,0,0,"",[],unmatched
658,oesophageal stenosis,0,0,0,"",[],unmatched
659,oesophageal ulcer,0,0,0,"",[],unmatched
660,esophagus inflammation,0,0,0,"",[],unmatched
661,urine less,0,0,0,"",[],unmatched
662,onychomycosis,1,0,1,"","[""HP_0012203""]",unique_other_exact_name
663,opportunistic infection,1,0,1,"","[""HP_0031690""]",unique_other_exact_name
664,optic atrophy,1,0,1,"","[""HP_0000648""]",unique_other_exact_name
665,optic neuritis,1,0,1,"","[""HP_0100653""]",unique_other_exact_name
666,oral candidiasis,0,0,0,"",[],unmatched
667,oral herpes,0,0,0,"",[],unmatched
668,oral pain,0,0,0,"",[],unmatched
669,testis inflammation non infective,0,0,0,"",[],unmatched
670,orgasm abnormal,0,0,0,"",[],unmatched
671,oropharyngeal discomfort,0,0,0,"",[],unmatched
672,oropharyngeal pain,1,1,0,meddra:10068319,"[""meddra:10068319""]",unique_meddra_exact_name
673,orthostatic hypotension,2,1,1,meddra:10031127,"[""HP_0001278"",""meddra:10031127""]",meddra_exact_with_other_ontology_candidates
674,osteoarthritis,1,0,1,"","[""HP_0002758""]",unique_other_exact_name
675,osteomyelitis,1,0,1,"","[""HP_0002754""]",unique_other_exact_name
676,osteonecrosis,1,0,1,"","[""HP_0010885""]",exact_synonym_only
677,osteoporosis,1,0,1,"","[""HP_0000939""]",unique_other_exact_name
678,otitis externa,1,0,1,"","[""HP_0410017""]",unique_other_exact_name
679,otitis media,1,0,1,"","[""HP_0000388""]",unique_other_exact_name
680,ear toxicity,0,0,0,"",[],unmatched
681,ovarian cyst,1,0,1,"","[""HP_0000138""]",unique_other_exact_name
682,ovarian disorder,0,0,0,"",[],unmatched
683,pain,2,1,1,meddra:10033371,"[""HP_0012531"",""meddra:10033371""]",meddra_exact_with_other_ontology_candidates
684,pain in extremity,1,1,0,meddra:10033425,"[""meddra:10033425""]",unique_meddra_exact_name
685,pain in jaw,0,0,0,"",[],unmatched
686,pain of skin,0,0,0,"",[],unmatched
687,pallor,1,0,1,"","[""HP_0000980""]",unique_other_exact_name
688,palpitations,2,1,1,meddra:10033557,"[""HP_0001962"",""meddra:10033557""]",meddra_exact_with_other_ontology_candidates
689,pancreatitis,2,1,1,meddra:10033645,"[""HP_0001733"",""meddra:10033645""]",meddra_exact_with_other_ontology_candidates
690,pancreatitis acute,0,0,0,"",[],unmatched
691,pancytopenia,2,1,1,meddra:10033661,"[""HP_0001876"",""meddra:10033661""]",meddra_exact_with_other_ontology_candidates
692,panic attack,1,0,1,"","[""HP_0025269""]",unique_other_exact_name
693,panic reaction,0,0,0,"",[],unmatched
694,eyelid inflammation,0,0,0,"",[],unmatched
695,nipple edema,0,0,0,"",[],unmatched
696,feeling abnormal,0,0,0,"",[],unmatched
697,feeling abnormal oral,0,0,0,"",[],unmatched
698,paralysis,1,0,1,"","[""HP_0003470""]",unique_other_exact_name
699,paranoia,1,0,1,"","[""HP_0011999""]",unique_other_exact_name
700,paresis,0,0,0,"",[],unmatched
701,parkinsonism,2,1,1,meddra:10034010,"[""HP_0001300"",""meddra:10034010""]",meddra_exact_with_other_ontology_candidates
702,disturbances of sensation of smell and taste,0,0,0,"",[],unmatched
703,pelvic pain,1,0,1,"","[""HP_0034267""]",unique_other_exact_name
704,penis disorder,0,0,0,"",[],unmatched
705,peptic ulcer,1,0,1,"","[""HP_0004398""]",unique_other_exact_name
706,pericardial effusion,1,0,1,"","[""HP_0001698""]",unique_other_exact_name
707,pericarditis,1,0,1,"","[""HP_0001701""]",unique_other_exact_name
708,perineal pain,0,0,0,"",[],unmatched
709,periodontitis,1,0,1,"","[""HP_0000704""]",unique_other_exact_name
710,periorbital oedema,0,0,0,"",[],unmatched
711,peripheral coldness,0,0,0,"",[],unmatched
712,peripheral ischaemia,0,0,0,"",[],unmatched
713,peripheral motor neuropathy,0,0,0,"",[],unmatched
714,peripheral sensory neuropathy,1,0,1,"","[""HP_0000763""]",exact_synonym_only
715,peripheral vascular disorder,0,0,0,"",[],unmatched
716,peritonitis,1,0,1,"","[""HP_0002586""]",unique_other_exact_name
717,personality disorder,1,0,1,"","[""HP_0012075""]",unique_other_exact_name
718,petechiae,1,0,1,"","[""HP_0000967""]",unique_other_exact_name
719,pharyngeal oedema,0,0,0,"",[],unmatched
720,pharyngitis,1,0,1,"","[""HP_0025439""]",unique_other_exact_name
721,pharyngitis streptococcal,0,0,0,"",[],unmatched
722,phlebitis,0,0,0,"",[],unmatched
723,photophobia,1,0,1,"","[""HP_0000613""]",unique_other_exact_name
724,flash vision,0,0,0,"",[],unmatched
725,photosensitivity reaction,0,0,0,"",[],unmatched
726,pigmentation disorder,0,0,0,"",[],unmatched
727,plasma cell myeloma,0,0,0,"",[],unmatched
728,tumor plasma cell,0,0,0,"",[],unmatched
729,platelet count decreased,0,0,0,"",[],unmatched
730,pleural effusion,1,0,1,"","[""HP_0002202""]",unique_other_exact_name
731,pleurisy,1,0,1,"","[""HP_0002102""]",exact_synonym_only
732,pleural pain,0,0,0,"",[],unmatched
733,pneumonia,2,1,1,meddra:10035664,"[""HP_0002090"",""meddra:10035664""]",meddra_exact_with_other_ontology_candidates
734,pneumonia aspiration,0,0,0,"",[],unmatched
735,pneumothorax,1,0,1,"","[""HP_0002107""]",unique_other_exact_name
736,urinary frequency increased,0,0,0,"",[],unmatched
737,increase in the total amount of red blood cells in the blood,0,0,0,"",[],unmatched
738,polydipsia,1,0,1,"","[""HP_0001959""]",unique_other_exact_name
739,polyneuropathy,1,0,1,"","[""HP_0001271""]",unique_other_exact_name
740,polyuria,1,0,1,"","[""HP_0000103""]",unique_other_exact_name
741,post procedural haemorrhage,0,0,0,"",[],unmatched
742,premenstrual syndrome,0,0,0,"",[],unmatched
743,syncope vertigo,0,0,0,"",[],unmatched
744,priapism,1,0,1,"","[""HP_0200023""]",unique_other_exact_name
745,procedural pain,0,0,0,"",[],unmatched
746,anal pain,1,0,1,"","[""HP_0500005""]",unique_other_exact_name
747,rectum inflammation,0,0,0,"",[],unmatched
748,productive cough,1,0,1,"","[""HP_0031245""]",unique_other_exact_name
749,prostate cancer,1,0,1,"","[""HP_0012125""]",unique_other_exact_name
750,prostatic disorder,0,0,0,"",[],unmatched
751,prostatitis,1,0,1,"","[""HP_0000024""]",unique_other_exact_name
752,protein total decreased,0,0,0,"",[],unmatched
753,protein urine present,0,0,0,"",[],unmatched
754,proteinuria,2,1,1,meddra:10037032,"[""HP_0000093"",""meddra:10037032""]",meddra_exact_with_other_ontology_candidates
755,prothrombin level decreased,0,0,0,"",[],unmatched
756,prothrombin level increased,0,0,0,"",[],unmatched
757,itch rash,0,0,0,"",[],unmatched
758,pruritus,2,1,1,meddra:10037087,"[""HP_0000989"",""meddra:10037087""]",meddra_exact_with_other_ontology_candidates
759,pruritus generalised,0,0,0,"",[],unmatched
760,pruritus genital,0,0,0,"",[],unmatched
761,falsehood lymph tumor,0,0,0,"",[],unmatched
762,pseudomembranous colitis,0,0,0,"",[],unmatched
763,psoriasis,0,0,0,"",[],unmatched
764,psychomotor retardation,0,0,0,"",[],unmatched
765,psychotic disorder,0,0,0,"",[],unmatched
766,pulmonary congestion,0,0,0,"",[],unmatched
767,pulmonary embolism,2,1,1,meddra:10037377,"[""HP_0002204"",""meddra:10037377""]",meddra_exact_with_other_ontology_candidates
768,pulmonary fibrosis,2,1,1,meddra:10037383,"[""HP_0002206"",""meddra:10037383""]",meddra_exact_with_other_ontology_candidates
769,pulmonary function test decreased,0,0,0,"",[],unmatched
770,pulmonary hypertension,0,0,0,"",[],unmatched
771,pulmonary oedema,0,0,0,"",[],unmatched
772,punctate keratitis,1,0,1,"","[""HP_0011859""]",unique_other_exact_name
773,pupils unequal,0,0,0,"",[],unmatched
774,purpura,2,1,1,meddra:10037549,"[""HP_0000979"",""meddra:10037549""]",meddra_exact_with_other_ontology_candidates
775,pyelonephritis,1,0,1,"","[""HP_0012330""]",unique_other_exact_name
776,urine purulent,0,0,0,"",[],unmatched
777,rales,0,0,0,"",[],unmatched
778,rash,2,1,1,meddra:10037844,"[""HP_0000988"",""meddra:10037844""]",meddra_exact_with_other_ontology_candidates
779,rash erythematous,0,0,0,"",[],unmatched
780,rash generalised,0,0,0,"",[],unmatched
781,rash macular,0,0,0,"",[],unmatched
782,macula papules rash,0,0,0,"",[],unmatched
783,rash papular,0,0,0,"",[],unmatched
784,rash pustular,0,0,0,"",[],unmatched
785,rectal haemorrhage,0,0,0,"",[],unmatched
786,defecation urge painful,0,0,0,"",[],unmatched
787,regurgitation,0,0,0,"",[],unmatched
788,renal failure,2,1,1,meddra:10038435,"[""HP_0000083"",""meddra:10038435""]",meddra_exact_with_other_ontology_candidates
789,renal impairment,1,1,0,meddra:10062237,"[""meddra:10062237""]",unique_meddra_exact_name
790,renal pain,0,0,0,"",[],unmatched
791,renal tubular necrosis,0,0,0,"",[],unmatched
792,respiration abnormal,0,0,0,"",[],unmatched
793,respiratory depression,1,0,1,"","[""HP_0002791""]",exact_synonym_only
794,respiratory disorder,0,0,0,"",[],unmatched
795,respiratory distress,1,0,1,"","[""HP_0002098""]",unique_other_exact_name
796,respiratory failure,1,0,1,"","[""HP_0002878""]",unique_other_exact_name
797,respiratory tract congestion,0,0,0,"",[],unmatched
798,respiratory tract infection,1,0,1,"","[""HP_0011947""]",unique_other_exact_name
799,restless legs syndrome,0,0,0,"",[],unmatched
800,retching,0,0,0,"",[],unmatched
801,retinal degeneration,1,0,1,"","[""HP_0000546""]",unique_other_exact_name
802,retinal detachment,1,0,1,"","[""HP_0000541""]",unique_other_exact_name
803,retinal disorder,0,0,0,"",[],unmatched
804,retinal haemorrhage,1,0,1,"","[""HP_0000573""]",exact_synonym_only
805,retroperitoneal haemorrhage,0,0,0,"",[],unmatched
806,rhabdomyolysis,2,1,1,meddra:10039020,"[""HP_0003201"",""meddra:10039020""]",meddra_exact_with_other_ontology_candidates
807,rheumatoid arthritis,1,0,1,"","[""HP_0001370""]",unique_other_exact_name
808,rhinitis,2,1,1,meddra:10039083,"[""HP_0012384"",""meddra:10039083""]",meddra_exact_with_other_ontology_candidates
809,rhinitis allergic,0,0,0,"",[],unmatched
810,mucous nasal increased,0,0,0,"",[],unmatched
811,dry rales,0,0,0,"",[],unmatched
812,road traffic accident,0,0,0,"",[],unmatched
813,rosacea,0,0,0,"",[],unmatched
814,salivary gland enlargement,0,0,0,"",[],unmatched
815,increased salivation,0,0,0,"",[],unmatched
816,oviduct inflammation,0,0,0,"",[],unmatched
817,scab,0,0,0,"",[],unmatched
818,reaction schizoid,0,0,0,"",[],unmatched
819,sciatica,1,0,1,"","[""HP_0011868""]",unique_other_exact_name
820,sclera inflammation,0,0,0,"",[],unmatched
821,seasonal allergy,1,0,1,"","[""HP_0012395""]",unique_other_exact_name
822,seborrheic dermatitis,1,0,1,"","[""HP_0001051""]",unique_other_exact_name
823,seborrheic keratosis,1,0,1,"","[""HP_0031287""]",unique_other_exact_name
824,sensation of foreign body,0,0,0,"",[],unmatched
825,sensory disturbance,0,0,0,"",[],unmatched
826,sensory loss,0,0,0,"",[],unmatched
827,sepsis,2,1,1,meddra:10040047,"[""HP_0100806"",""meddra:10040047""]",meddra_exact_with_other_ontology_candidates
828,septic shock,0,0,0,"",[],unmatched
829,serotonin syndrome,1,1,0,meddra:10040108,"[""meddra:10040108""]",unique_meddra_exact_name
830,serum sickness,0,0,0,"",[],unmatched
831,sexual dysfunction,0,0,0,"",[],unmatched
832,shock,1,0,1,"","[""HP_0031273""]",unique_other_exact_name
833,salivary glands inflammation,0,0,0,"",[],unmatched
834,sinus bradycardia,1,0,1,"","[""HP_0001688""]",unique_other_exact_name
835,sinus congestion,0,0,0,"",[],unmatched
836,sinus headache,0,0,0,"",[],unmatched
837,sinus tachycardia,1,0,1,"","[""HP_0011703""]",unique_other_exact_name
838,sinusitis,1,0,1,"","[""HP_0000246""]",unique_other_exact_name
839,skin atrophy,0,0,0,"",[],unmatched
840,skin burning sensation,0,0,0,"",[],unmatched
841,skin cancer,0,0,0,"",[],unmatched
842,skin discolouration,0,0,0,"",[],unmatched
