matrix_index,side_effect_name,candidate_count,meddra_candidate_count,hpo_candidate_count,preferred_meddra_id,candidate_ids,mapping_status
921,toothache,0,0,0,"",[],unmatched
922,ventricular arrhythmias and cardiac arrest,0,0,0,"",[],unmatched
924,toxic epidermal necrolysis,0,0,0,"",[],unmatched
925,toxicity to various agents,0,0,0,"",[],unmatched
926,tracheitis,0,0,0,"",[],unmatched
927,trachea bronchus inflammation,0,0,0,"",[],unmatched
928,transaminases increased,0,0,0,"",[],unmatched
929,transient ischaemic attack,0,0,0,"",[],unmatched
931,masseter spasms,0,0,0,"",[],unmatched
932,inflammation of the interstitial tissue of the kidney,0,0,0,"",[],unmatched
933,tumour lysis syndrome,0,0,0,"",[],unmatched
934,ulcer,0,0,0,"",[],unmatched
935,ulcerative keratitis,0,0,0,"",[],unmatched
936,unintended pregnancy,0,0,0,"",[],unmatched
938,upper airway cough syndrome,0,0,0,"",[],unmatched
939,urethral disorder,0,0,0,"",[],unmatched
941,urethritis non infective,0,0,0,"",[],unmatched
942,urinary hesitation,0,0,0,"",[],unmatched
945,urinary tract disorder,0,0,0,"",[],unmatched
946,urinary tract infection,0,0,0,"",[],unmatched
947,urine abnormality,0,0,0,"",[],unmatched
948,urine analysis abnormal,0,0,0,"",[],unmatched
949,urine output increased,0,0,0,"",[],unmatched
951,uterine disorder,0,0,0,"",[],unmatched
952,uterine haemorrhage,0,0,0,"",[],unmatched
953,uterine smooth muscle tumor,0,0,0,"",[],unmatched
954,uterine spasm,0,0,0,"",[],unmatched
957,vaginal haemorrhage,0,0,0,"",[],unmatched
958,vaginal infection,0,0,0,"",[],unmatched
959,varicose vein,0,0,0,"",[],unmatched
960,vascular headache,0,0,0,"",[],unmatched
961,vascular purpura,0,0,0,"",[],unmatched
963,vasodilation procedure,0,0,0,"",[],unmatched
967,premature ventricular contractions,0,0,0,"",[],unmatched
971,vestibular disorder,0,0,0,"",[],unmatched
972,viral diarrhoea,0,0,0,"",[],unmatched
973,viral infection,0,0,0,"",[],unmatched
974,viral upper respiratory tract infection,0,0,0,"",[],unmatched
975,vision blurred,0,0,0,"",[],unmatched
976,visual acuity reduced,0,0,0,"",[],unmatched
979,vulva vaginal candidiasis,0,0,0,"",[],unmatched
980,vulva vaginal dryness,0,0,0,"",[],unmatched
981,vulva vaginal mold infection,0,0,0,"",[],unmatched
982,vulva vaginal pruritus,0,0,0,"",[],unmatched
983,vulva vagina inflammation,0,0,0,"",[],unmatched
984,weight decreased,0,0,0,"",[],unmatched
985,weight increased,0,0,0,"",[],unmatched
987,white blood cell count decreased,0,0,0,"",[],unmatched
988,white blood cell count increased,0,0,0,"",[],unmatched
989,withdrawal syndrome,0,0,0,"",[],unmatched
990,wound infection,0,0,0,"",[],unmatched
991,wound secretion,0,0,0,"",[],unmatched
992,dry eye,0,0,0,"",[],unmatched
993,yawning,0,0,0,"",[],unmatched
